Year,League,Rank,Team,All-Games,Win,Lose,Draw,Win-Prob,Batting-Average,Bats,Points,Hits,Double,Triple,HR,RBI,Steal,Protection-Ratio,Whole-Pitch,Strike-Outs,Lost-Points
1956,pacific,8,高橋ユニオンズ,154,52,98,4,.351,.214,5033,403,1075,159,34,50,359,145,3.26,20,636,611
1957,pacific,2,南海ホークス,132,78,53,1,.595,.252,4427,551,1117,198,28,98,491,102,2.68,23,613,424
1957,pacific,7,大映ユニオンズ,132,41,89,2,.318,.213,4359,377,930,145,22,48,342,88,3.63,23,496,575
1957,pacific,5,東映フライヤーズ,132,56,73,3,.436,.227,4422,371,1003,156,37,45,330,96,2.80,33,675,451
1957,pacific,3,毎日オリオンズ,132,75,52,5,.587,.239,4289,477,1027,166,44,80,429,110,2.47,35,736,435
1957,pacific,1,西鉄ライオンズ,132,83,44,5,.648,.255,4401,546,1122,178,42,94,498,99,2.15,37,820,370
1957,pacific,6,近鉄パールス,132,44,82,6,.356,.225,4348,390,977,125,19,35,347,131,3.22,25,617,522
1957,pacific,4,阪急ブレーブス,132,71,55,6,.561,.231,4366,474,1010,169,35,56,430,195,2.41,59,828,409
1958,pacific,2,南海ホークス,130,77,48,5,.612,.248,4448,543,1103,189,31,93,497,111,2.53,35,700,414
1958,pacific,5,東映フライヤーズ,130,57,70,3,.450,.237,4360,419,1032,186,49,40,376,79,2.70,45,725,442
1958,pacific,4,毎日大映オリオンズ,130,62,63,5,.496,.239,4368,435,1046,195,29,72,402,131,2.79,26,740,440
1958,pacific,1,西鉄ライオンズ,130,78,47,5,.619,.243,4309,511,1049,171,28,83,468,96,2.37,32,862,370
1958,pacific,6,近鉄パールス,130,29,97,4,.238,.215,4225,326,907,123,20,41,290,113,4.04,26,517,613
1958,pacific,3,阪急ブレーブス,130,73,51,6,.585,.234,4354,437,1019,165,44,41,381,176,2.54,53,759,392
1959,pacific,1,南海ホークス,134,88,42,4,.677,.265,4524,574,1197,199,38,90,527,75,2.44,29,786,408
1959,pacific,3,東映フライヤーズ,135,67,63,5,.515,.242,4629,490,1120,182,54,78,454,88,2.98,34,687,483
1959,pacific,2,毎日大映オリオンズ,136,82,48,6,.631,.255,4641,559,1184,215,37,114,513,125,2.76,26,780,447
1959,pacific,4,西鉄ライオンズ,144,66,64,14,.508,.236,4832,494,1140,175,42,69,455,79,2.66,33,893,459
1959,pacific,6,近鉄バファロー,133,39,91,3,.300,.229,4384,381,1002,145,31,48,338,64,3.68,21,593,578
1959,pacific,5,阪急ブレーブス,134,48,82,4,.369,.222,4447,387,986,130,31,57,355,135,3.26,36,773,510
1960,pacific,2,南海ホークス,136,78,52,6,.600,.247,4564,519,1128,190,26,103,481,89,2.88,39,871,459
1960,pacific,5,東映フライヤーズ,132,52,78,2,.400,.2355,4428,436,1043,147,30,80,388,114,2.92,33,671,492
1960,pacific,1,毎日大映オリオンズ,133,82,48,3,.631,.262,4522,547,1183,193,39,100,505,88,2.66,34,743,433
1960,pacific,3,西鉄ライオンズ,136,70,60,6,.538,.251,4537,537,1138,179,41,97,486,80,3.05,42,889,467
1960,pacific,6,近鉄バファロー,131,43,87,1,.331,.2358,4372,408,1031,194,29,69,383,51,3.61,31,739,570
1960,pacific,4,阪急ブレーブス,136,65,65,6,.500,.243,4580,447,1112,185,39,64,407,105,2.99,47,776,473
1961,pacific,1,南海ホークス,140,85,49,6,.629,.262,4734,613,1239,210,24,117,575,113,2.96,28,900,484
1961,pacific,2,東映フライヤーズ,140,83,52,5,.611,.264,4812,614,1271,247,56,108,570,133,2.39,49,785,442
1961,pacific,4,毎日大映オリオンズ,140,72,66,2,.521,.258,4776,601,1234,228,36,103,553,84,3.23,33,794,529
1961,pacific,3,西鉄ライオンズ,140,81,56,3,.589,.249,4624,545,1151,175,29,110,497,107,2.83,36,943,485
1961,pacific,6,近鉄バファロー,140,36,103,1,.261,.229,4726,411,1080,198,21,68,375,38,3.96,18,733,691
1961,pacific,5,阪急ブレーブス,140,53,84,3,.389,.225,4588,421,1033,190,32,65,388,93,3.56,35,736,574
1962,pacific,2,南海ホークス,133,73,57,3,.562,.253,4525,580,1143,188,24,119,536,137,3.27,26,707,510
1962,pacific,1,東映フライヤーズ,133,78,52,3,.600,.2520,4400,539,1109,173,39,85,496,149,2.42,37,762,416
1962,pacific,4,毎日大映オリオンズ,132,60,70,2,.462,.268,4580,552,1228,203,31,92,518,75,3.71,29,725,571
1962,pacific,3,西鉄ライオンズ,136,62,68,6,.477,.245,4501,483,1103,161,36,92,444,89,3.00,44,864,489
1962,pacific,6,近鉄バファローズ,131,57,73,1,.438,.2524,4417,464,1115,180,36,70,432,64,3.40,18,715,566
1962,pacific,5,阪急ブレーブス,131,60,70,1,.462,.229,4266,451,976,173,41,60,408,107,3.36,33,797,517
1963,pacific,2,南海ホークス,150,85,61,4,.582,.25621,5105,626,1308,174,32,184,598,100,2.70,43,713,485
1963,pacific,3,東映フライヤーズ,150,76,71,3,.517,.236,4959,543,1168,176,36,114,512,124,3.02,43,708,534
1963,pacific,5,毎日大映オリオンズ,150,64,85,1,.430,.246,4946,510,1218,195,19,117,480,85,3.05,34,837,535
1963,pacific,1,西鉄ライオンズ,150,86,60,4,.589,.244,5013,584,1222,175,19,146,555,102,2.69,45,811,477
1963,pacific,4,近鉄バファローズ,150,74,73,3,.503,.25620,4992,562,1279,232,31,98,520,84,3.44,25,704,614
1963,pacific,6,阪急ブレーブス,150,57,92,1,.383,.228,4968,459,1132,180,26,86,425,85,3.69,36,768,639
1964,pacific,1,南海ホークス,150,84,63,3,.571,.259,5083,653,1315,196,21,144,614,171,3.12,34,820,562
1964,pacific,4,東京オリオンズ,150,77,68,5,.531,.249,5060,535,1262,179,29,93,484,121,2.86,49,795,512
1964,pacific,3,東映フライヤーズ,150,78,68,4,.534,.250,5096,555,1273,188,36,100,509,119,2.95,35,718,530
1964,pacific,5,西鉄ライオンズ,150,63,81,6,.438,.242,5045,549,1220,191,25,116,520,78,3.57,35,622,617
1964,pacific,6,近鉄バファローズ,150,55,91,4,.377,.254,5095,546,1295,226,32,112,514,71,3.63,24,648,660
1964,pacific,2,阪急ブレーブス,150,79,65,6,.549,.245,5048,590,1235,221,27,141,543,68,3.01,49,745,547
1965,pacific,1,南海ホークス,140,88,49,3,.642,.255,4771,614,1217,197,27,153,585,91,2.80,27,785,449
1965,pacific,5,東京オリオンズ,140,62,74,4,.456,.232,4664,476,1083,178,24,117,450,110,2.90,46,693,472
1965,pacific,2,東映フライヤーズ,140,76,61,3,.555,.240,4606,501,1104,161,27,107,467,98,2.88,49,724,474
1965,pacific,3,西鉄ライオンズ,140,72,64,4,.529,.246,4676,506,1148,186,14,112,480,81,3.00,48,757,476
1965,pacific,6,近鉄バファローズ,140,46,92,2,.333,.235,4620,397,1087,163,11,91,373,61,3.61,35,552,574
1965,pacific,4,阪急ブレーブス,140,67,71,2,.486,.234,4648,500,1089,187,17,130,466,68,3.33,46,718,549
1966,pacific,1,南海ホークス,133,79,51,3,.608,.245,4374,477,1073,155,20,108,452,85,2.59,32,650,394
1966,pacific,4,東京オリオンズ,134,61,69,4,.469,.240,4424,462,1061,159,21,112,432,75,2.93,44,653,460
1966,pacific,3,東映フライヤーズ,136,70,60,6,.538,.256,4521,480,1157,166,33,91,451,69,2.75,49,659,443
1966,pacific,2,西鉄ライオンズ,138,75,55,8,.577,.231,4497,426,1038,175,25,125,407,82,2.13,32,767,354
1966,pacific,6,近鉄バファローズ,133,48,82,3,.369,.228,4365,388,997,179,17,100,368,68,3.60,21,656,538
1966,pacific,5,阪急ブレーブス,134,57,73,4,.438,.229,4350,447,997,179,27,89,411,102,3.31,43,672,491
1967,pacific,4,南海ホークス,133,64,66,3,.492,.235,4385,450,1030,152,21,108,428,90,3.04,32,650,438
1967,pacific,5,東京オリオンズ,137,61,69,7,.469,.240,4556,463,1093,167,25,87,423,115,3.01,33,736,483
1967,pacific,3,東映フライヤーズ,134,65,65,4,.500,.260,4469,510,1164,171,28,97,488,95,3.19,33,731,472
1967,pacific,2,西鉄ライオンズ,140,66,64,10,.508,.222,4569,407,1014,154,20,98,387,99,2.50,38,764,418
1967,pacific,6,近鉄バファローズ,132,59,71,2,.454,.2510,4373,465,1098,143,18,104,441,73,3.83,31,717,567
1967,pacific,1,阪急ブレーブス,134,75,55,4,.577,.2513,4413,518,1109,163,24,143,494,87,2.79,48,695,435
1968,pacific,2,南海ホークス,136,79,51,6,.608,.243,4491,548,1090,161,33,127,515,109,2.921,41,591,445
1968,pacific,3,東京オリオンズ,139,67,63,9,.515,.262,4794,578,1254,196,19,155,552,80,3.32,46,655,553
1968,pacific,6,東映フライヤーズ,135,51,79,5,.392,.248,4516,472,1119,134,20,118,454,61,3.97,32,666,607
1968,pacific,5,西鉄ライオンズ,133,56,74,3,.431,.237,4393,464,1043,157,16,110,439,107,3.17,27,687,486
1968,pacific,4,近鉄バファローズ,135,57,73,5,.438,.234,4424,421,1034,157,19,84,398,151,3.28,31,822,491
1968,pacific,1,阪急ブレーブス,134,80,50,4,.615,.242,4389,538,1062,177,16,154,517,122,2.922,40,763,439
1969,pacific,3,ロッテ・オリオンズ,130,69,54,7,.561,.260,4400,555,1146,161,23,142,529,112,3.11,39,685,475
1969,pacific,6,南海ホークス,130,50,76,4,.397,.241,4303,409,1035,122,20,85,380,97,3.56,38,496,530
1969,pacific,4,東映フライヤーズ,130,57,70,3,.449,.2537,4434,488,1125,160,26,116,459,84,3.35,30,688,502
1969,pacific,5,西鉄ライオンズ,130,51,75,4,.405,.225,4250,418,957,147,13,119,405,55,3.40,35,604,507
1969,pacific,2,近鉄バファローズ,130,73,51,6,.589,.243,4261,482,1035,137,27,118,455,120,2.78,55,736,418
1969,pacific,1,阪急ブレーブス,130,76,50,4,.603,.2536,4302,543,1091,170,14,154,513,128,3.18,42,558,463
1970,pacific,1,ロッテ・オリオンズ,130,80,47,3,.630,.263,4304,599,1132,162,21,166,566,141,3.23,64,717,472
1970,pacific,2,南海ホークス,130,69,57,4,.548,.255,4425,589,1127,168,12,147,566,84,3.43,31,593,510
1970,pacific,5,東映フライヤーズ,130,54,70,6,.435,.253,4345,521,1100,144,25,147,501,110,4.18,32,665,599
1970,pacific,6,西鉄ライオンズ,130,43,78,9,.355,.225,4253,417,956,129,9,137,404,77,4.12,25,633,576
1970,pacific,3,近鉄バファローズ,130,65,59,6,.524,.233,4233,424,987,154,20,108,408,152,2.98,47,700,442
1970,pacific,4,阪急ブレーブス,130,64,64,2,.500,.244,4275,560,1043,184,14,116,526,190,3.57,45,658,511
1971,pacific,2,ロッテ・オリオンズ,130,80,46,4,.635,.270,4425,654,1194,163,20,193,625,124,3.77,52,673,542
1971,pacific,4,南海ホークス,130,61,65,4,.484,.260,4455,614,1157,166,17,156,587,94,4.27,39,517,612
1971,pacific,5,東映フライヤーズ,130,44,74,12,.373,.2413871,4412,477,1065,140,23,131,453,106,3.96,33,581,587
1971,pacific,6,西鉄ライオンズ,130,38,84,8,.311,.231,4295,425,992,153,12,114,394,113,4.31,20,534,623
1971,pacific,3,近鉄バファローズ,130,65,60,5,.520,.2413875,4209,469,1016,116,13,151,447,109,3.21,47,735,481
1971,pacific,1,阪急ブレーブス,130,80,39,11,.672,.273,4384,669,1195,179,16,166,638,184,3.17,56,630,463
1972,pacific,5,ロッテ・オリオンズ,130,59,68,3,.465,.264,4414,583,1166,191,17,148,553,127,4.54,30,542,621
1972,pacific,3,南海ホークス,130,65,61,4,.5158,.253,4357,512,1102,150,16,133,496,102,3.48,35,504,511
1972,pacific,4,東映フライヤーズ,130,63,61,6,.508,.270,4330,595,1169,184,16,149,570,96,3.82,40,649,546
1972,pacific,6,西鉄ライオンズ,130,47,80,3,.370,.242,4236,439,1023,157,17,110,412,97,4.12,26,524,598
1972,pacific,2,近鉄バファローズ,130,64,60,6,.5161,.248,4315,486,1071,153,11,123,465,90,3.07,42,691,453
1972,pacific,1,阪急ブレーブス,130,80,48,2,.625,.260,4275,594,1113,174,27,167,563,202,3.19,44,571,480
1973,pacific,3,ロッテ・オリオンズ,130,70,49,11,.588,.264,4305,548,1138,154,25,139,518,112,3.43,32,645,491
1973,pacific,1,南海ホークス,130,68,58,4,.540,.260,4363,508,1135,155,10,113,483,103,3.35,43,481,493
1973,pacific,4,太平洋クラブ・ライオンズ,130,59,64,7,.480,.239,4224,499,1011,134,18,116,470,106,3.58,34,495,509
1973,pacific,5,日拓ホーム・フライヤーズ,130,55,69,6,.444,.254,4325,511,1097,132,10,133,483,91,3.97,32,563,563
1973,pacific,6,近鉄バファローズ,130,42,83,5,.336,.237,4281,424,1015,138,16,113,409,77,3.83,34,612,580
1973,pacific,2,阪急ブレーブス,130,77,48,5,.616,.270,4382,645,1184,172,27,151,610,202,3.30,41,572,499
1974,pacific,1,ロッテ・オリオンズ,130,69,50,11,.580,.265,4290,539,1135,176,38,114,514,111,3.18,43,663,462
1974,pacific,3,南海ホークス,130,59,55,16,.518,.2456,4271,504,1049,175,26,124,472,111,3.06,30,565,460
1974,pacific,4,太平洋クラブ・ライオンズ,130,59,64,7,.480,.235,4197,436,988,141,9,90,410,88,3.46,31,560,482
1974,pacific,6,日本ハム・ファイターズ,130,49,75,6,.395,.2463,4218,472,1039,152,19,96,445,134,4.11,33,600,569
1974,pacific,5,近鉄バファローズ,130,56,66,8,.459,.230,4076,472,937,115,11,131,449,128,3.63,36,535,503
1974,pacific,2,阪急ブレーブス,130,69,51,10,.575,.258,4183,577,1079,172,21,125,541,228,3.52,24,566,524
1975,pacific,4,ロッテ・オリオンズ,130,59,65,6,.476,.259,4344,514,1124,154,32,108,479,130,3.33,37,601,494
1975,pacific,5,南海ホークス,130,57,65,8,.467,.2457,4371,524,1074,149,27,102,500,140,2.98,55,470,478
1975,pacific,3,太平洋クラブ・ライオンズ,130,58,62,10,.483,.261,4367,530,1139,156,14,135,504,95,3.73,53,523,563
1975,pacific,6,日本ハム・ファイターズ,130,55,63,12,.466,.258,4343,458,1119,139,14,100,426,81,3.89,28,492,576
1975,pacific,2,近鉄バファローズ,130,71,50,9,.587,.2459,4269,498,1050,137,19,115,483,80,3.09,58,461,448
1975,pacific,1,阪急ブレーブス,130,64,59,7,.520,.257,4304,541,1105,163,19,143,513,174,3.49,71,536,506
1976,pacific,3,ロッテ・オリオンズ,130,63,56,11,.529,.25781,4255,476,1097,152,24,99,454,94,2.96,40,663,441
1976,pacific,2,南海ホークス,130,71,56,3,.559,.2585,4262,489,1102,145,28,97,468,147,2.91,48,496,431
1976,pacific,6,太平洋クラブ・ライオンズ,130,44,76,10,.367,.2587,4336,450,1122,108,21,115,430,72,4.08,48,471,594
1976,pacific,5,日本ハム・ファイターズ,130,52,67,11,.437,.25786,4324,484,1115,163,25,107,455,80,3.72,43,606,523
1976,pacific,4,近鉄バファローズ,130,57,66,7,.463,.245,4244,457,1040,140,17,102,431,88,3.04,54,489,436
1976,pacific,1,阪急ブレーブス,130,79,45,6,.637,.256,4254,546,1091,159,29,139,518,112,3.30,70,567,477
1977,pacific,6,クラウンライター・ライオンズ,130,49,73,8,.402,.249,4293,468,1071,127,12,128,448,90,4.27,34,493,598
1977,pacific,3,ロッテ・オリオンズ,130,60,57,13,.513,.270,4320,526,1167,177,27,111,499,115,3.17,28,728,485
1977,pacific,2,南海ホークス,130,63,55,12,.534,.250,4292,502,1073,153,19,108,479,78,3.15,56,501,471
1977,pacific,5,日本ハム・ファイターズ,130,58,61,11,.487,.2454,4257,479,1045,157,21,113,458,116,3.36,37,649,485
1977,pacific,4,近鉄バファローズ,130,59,61,10,.492,.2446,4284,453,1048,142,20,92,423,120,3.31,54,501,483
1977,pacific,1,阪急ブレーブス,130,69,51,10,.575,.269,4357,569,1172,178,27,147,540,115,3.23,62,632,475
1978,pacific,5,クラウンライター・ライオンズ,130,51,67,12,.432,.268,4403,497,1181,129,15,109,482,93,3.75,51,469,582
1978,pacific,4,ロッテ・オリオンズ,130,53,62,15,.461,.269,4379,523,1180,175,18,115,496,93,4.01,37,647,587
1978,pacific,6,南海ホークス,130,42,77,11,.353,.239,4237,408,1011,123,16,78,379,79,4.01,46,482,568
1978,pacific,3,日本ハム・ファイターズ,130,55,63,12,.466,.264,4345,534,1145,170,21,131,504,92,3.98,44,533,566
1978,pacific,2,近鉄バファローズ,130,71,46,13,.607,.266,4268,572,1134,155,25,115,545,123,3.21,57,538,449
1978,pacific,1,阪急ブレーブス,130,82,39,9,.678,.283,4375,700,1239,192,34,176,667,199,3.13,58,626,482
1979,pacific,4,ロッテ・オリオンズ,130,55,63,12,.466,.274,4407,576,1208,199,18,150,547,72,4.30,43,677,597
1979,pacific,5,南海ホークス,130,46,73,11,.387,.276,4420,558,1222,183,19,125,534,100,4.86,23,471,689
1979,pacific,3,日本ハム・ファイターズ,130,63,60,7,.512,.266,4361,592,1162,204,21,131,564,185,4.09,48,525,569
1979,pacific,6,西武ライオンズ,130,45,73,12,.381,.259,4358,525,1128,178,16,140,501,61,4.60,32,637,686
1979,pacific,1,近鉄バファローズ,130,74,45,11,.622,.285,4423,672,1260,185,11,195,641,140,3.70,47,576,531
1979,pacific,2,阪急ブレーブス,130,75,44,11,.630,.281,4364,695,1228,209,35,193,667,167,3.84,64,594,546
1980,pacific,2,ロッテ・オリオンズ,130,64,51,15,.557,.280,4415,639,1237,172,13,184,607,114,4.15,48,646,588
1980,pacific,6,南海ホークス,130,48,77,5,.384,.274,4440,623,1218,204,13,183,600,80,5.63,30,476,784
1980,pacific,3,日本ハム・ファイターズ,130,66,53,11,.555,.264,4305,593,1137,151,22,167,578,115,3.61,44,706,513
1980,pacific,4,西武ライオンズ,130,62,64,4,.492,.267,4369,651,1165,154,12,219,631,45,4.43,48,687,634
1980,pacific,1,近鉄バファローズ,130,68,54,8,.557,.290,4488,791,1301,203,14,239,764,85,4.96,50,609,694
1980,pacific,5,阪急ブレーブス,130,58,67,5,.464,.262,4360,647,1144,192,24,204,625,157,5.08,50,490,731
1981,pacific,3,ロッテ・オリオンズ,130,63,57,10,.525,.277,4371,567,1210,173,19,126,547,99,4.16,29,563,597
1981,pacific,5,南海ホークス,130,53,65,12,.449,.273,4403,544,1201,175,22,128,524,85,4.37,41,452,619
1981,pacific,1,日本ハム・ファイターズ,130,68,54,8,.557,.276,4338,610,1199,197,23,126,591,118,3.81,44,631,554
1981,pacific,4,西武ライオンズ,130,61,61,8,.500,.2673,4306,599,1151,183,29,143,574,72,3.62,46,569,513
1981,pacific,6,近鉄バファローズ,130,54,72,4,.429,.253,4324,557,1095,166,19,149,528,121,4.10,41,543,576
1981,pacific,2,阪急ブレーブス,130,68,58,4,.540,.2666,4317,579,1151,181,24,140,551,140,4.01,48,438,597
1982,pacific,5,ロッテ・オリオンズ,130,54,69,7,.439,.263,4287,531,1129,190,15,123,514,84,4.24,55,581,600
1982,pacific,6,南海ホークス,130,53,71,6,.427,.255,4267,452,1088,184,13,90,426,72,4.05,34,447,575
1982,pacific,2,日本ハム・ファイターズ,130,67,52,11,.563,.266,4278,551,1137,222,27,127,531,85,3.63,31,686,518
1982,pacific,1,西武ライオンズ,130,68,58,4,.540,.253,4226,529,1070,164,15,131,504,70,3.31,38,648,461
1982,pacific,3,近鉄バファローズ,130,63,57,10,.525,.258,4299,594,1108,175,14,151,567,126,4.11,71,523,577
1982,pacific,4,阪急ブレーブス,130,62,60,8,.508,.256,4213,596,1078,176,24,150,559,142,3.73,46,572,522
1983,pacific,6,ロッテ・オリオンズ,130,43,76,11,.361,.264,4295,525,1134,158,21,128,505,78,5.12,24,581,710
1983,pacific,5,南海ホークス,130,52,69,9,.430,.268,4332,548,1160,173,20,128,524,87,4.75,41,450,659
1983,pacific,3,日本ハム・ファイターズ,130,64,59,7,.520,.275,4306,581,1182,181,10,153,554,124,3.82,21,607,540
1983,pacific,1,西武ライオンズ,130,86,40,4,.683,.278,4333,700,1204,201,26,182,685,58,3.20,37,560,440
1983,pacific,4,近鉄バファローズ,130,52,65,13,.444,.262,4271,581,1121,177,19,134,559,139,4.49,46,510,626
1983,pacific,2,阪急ブレーブス,130,67,55,8,.549,.272,4228,632,1148,177,32,157,596,200,4.16,54,537,592
1984,pacific,2,ロッテ・オリオンズ,130,64,51,15,.557,.275,4371,632,1202,210,22,149,609,92,4.22,48,572,602
1984,pacific,5,南海ホークス,130,53,65,12,.449,.269,4335,633,1164,208,19,159,606,96,4.89,35,553,697
1984,pacific,6,日本ハム・ファイターズ,130,44,73,13,.376,.259,4281,571,1110,190,16,144,545,101,4.98,27,570,688
1984,pacific,3,西武ライオンズ,130,62,61,7,.504,.256,4214,593,1078,200,20,153,572,86,4.10,43,600,565
1984,pacific,4,近鉄バファローズ,130,58,61,11,.487,.257,4343,609,1114,161,13,174,593,91,4.36,36,500,647
1984,pacific,1,阪急ブレーブス,130,75,45,10,.625,.272,4277,671,1165,166,21,166,643,118,3.72,56,608,510
1985,pacific,2,ロッテ・オリオンズ,130,64,60,6,.516,.287,4455,720,1279,189,21,168,695,98,4.80,36,642,711
1985,pacific,6,南海ホークス,130,44,76,10,.367,.260,4361,603,1133,196,19,149,573,91,5.05,40,484,740
1985,pacific,5,日本ハム・ファイターズ,130,53,65,12,.449,.265,4370,636,1158,174,15,169,606,51,4.36,33,730,627
1985,pacific,1,西武ライオンズ,130,79,45,6,.637,.2715,4302,655,1168,188,26,155,625,93,3.82,50,645,543
1985,pacific,3,近鉄バファローズ,130,63,60,7,.5121,.2718,4374,678,1189,195,18,212,654,71,5.10,17,543,731
1985,pacific,4,阪急ブレーブス,130,64,61,5,.5120,.274,4376,758,1197,186,21,197,719,156,4.98,59,620,698
1986,pacific,4,ロッテ・オリオンズ,130,57,64,9,.471,.2808,4376,622,1229,169,14,171,593,94,4.342,31,713,609
1986,pacific,6,南海ホークス,130,49,73,8,.402,.251,4256,459,1067,152,11,136,445,70,4.46,44,616,626
1986,pacific,5,日本ハム・ファイターズ,130,57,65,8,.467,.262,4366,548,1143,185,23,151,529,82,4.10,28,734,571
1986,pacific,1,西武ライオンズ,130,68,49,13,.581,.2806,4336,647,1217,187,27,185,626,129,3.69,43,769,514
1986,pacific,2,近鉄バファローズ,130,66,52,12,.559,.271,4385,611,1188,204,26,183,584,56,4.337,26,701,622
1986,pacific,3,阪急ブレーブス,130,63,57,10,.525,.277,4431,631,1228,197,18,180,594,100,4.11,39,710,576
1987,pacific,5,ロッテ・オリオンズ,130,51,65,14,.440,.264,4284,518,1132,184,21,104,486,152,3.67,39,741,525
1987,pacific,4,南海ホークス,130,57,63,10,.475,.261,4231,502,1104,134,8,132,484,58,3.86,47,637,556
1987,pacific,3,日本ハム・ファイターズ,130,63,60,7,.512,.259,4294,561,1111,170,13,128,534,64,3.96,36,748,562
1987,pacific,1,西武ライオンズ,130,71,45,14,.612,.249,4237,525,1056,160,18,153,510,123,2.96,66,635,434
1987,pacific,6,近鉄バファローズ,130,52,69,9,.430,.270,4438,528,1198,187,16,135,512,81,4.22,43,682,599
1987,pacific,2,阪急ブレーブス,130,64,56,10,.533,.272,4407,584,1198,208,8,152,553,62,3.89,45,751,542
1988,pacific,6,ロッテ・オリオンズ,130,54,74,2,.422,.262,4333,486,1136,191,16,100,461,106,4.38,37,833,601
1988,pacific,5,南海ホークス,130,58,71,1,.450,.267,4302,578,1149,156,21,162,555,75,4.07,36,604,607
1988,pacific,3,日本ハム・ファイターズ,130,62,65,3,.488,.245,4256,455,1043,164,10,101,428,43,3.12,52,795,448
1988,pacific,1,西武ライオンズ,130,73,51,6,.589,.270,4361,645,1176,178,20,176,613,95,3.61,60,578,531
1988,pacific,2,近鉄バファローズ,130,74,52,4,.587,.253,4188,515,1058,173,22,154,497,46,3.23,36,713,446
1988,pacific,4,阪急ブレーブス,130,60,68,2,.469,.264,4302,532,1134,173,20,117,498,51,4.08,50,646,578
1989,pacific,2,オリックス・ブレーブス,130,72,55,3,.567,.278,4356,665,1210,200,23,170,647,66,4.26,32,729,616
1989,pacific,6,ロッテ・オリオンズ,130,48,74,8,.393,.2657,4418,558,1174,213,24,119,525,99,4.50,46,793,644
1989,pacific,5,日本ハム・ファイターズ,130,54,73,3,.425,.2659,4313,527,1147,186,20,131,504,144,4.20,36,742,571
1989,pacific,4,福岡ダイエーホークス,130,59,64,7,.480,.257,4309,610,1107,199,20,166,586,85,4.74,28,641,678
1989,pacific,3,西武ライオンズ,130,69,53,8,.566,.271,4300,644,1166,184,32,150,612,149,3.856,54,717,543
1989,pacific,1,近鉄バファローズ,130,71,54,5,.568,.261,4338,606,1134,210,17,157,580,45,3.859,42,747,558
1990,pacific,2,オリックス・ブレーブス,130,69,57,4,.548,.271,4361,690,1181,190,25,186,657,134,4.30,36,814,619
1990,pacific,5,ロッテ・オリオンズ,130,57,71,2,.445,.262,4360,571,1141,202,31,132,541,95,4.22,28,835,622
1990,pacific,4,日本ハム・ファイターズ,130,66,63,1,.512,.2627,4343,570,1141,204,20,128,534,76,3.68,41,811,542
1990,pacific,6,福岡ダイエーホークス,130,41,85,4,.325,.251,4335,522,1089,211,23,116,487,61,5.56,28,745,757
1990,pacific,1,西武ライオンズ,130,81,45,4,.643,.2628,4226,634,1111,186,21,162,584,175,3.48,46,872,487
1990,pacific,3,近鉄バファローズ,130,67,60,3,.528,.275,4459,678,1226,224,28,181,640,67,4.34,44,825,638
1991,pacific,3,オリックス・ブルーウェーブ,130,64,63,3,.504,.261,4379,554,1145,202,32,127,531,76,3.90,38,748,557
1991,pacific,6,ロッテ・オリオンズ,130,48,77,5,.384,.260,4324,484,1124,195,27,89,447,61,4.23,40,778,599
1991,pacific,4,日本ハム・ファイターズ,130,53,72,5,.424,.251,4242,463,1065,164,18,112,448,81,3.72,30,665,523
1991,pacific,5,福岡ダイエーホークス,130,53,73,4,.421,.253,4325,557,1096,192,21,152,537,141,4.74,35,648,661
1991,pacific,1,西武ライオンズ,130,81,43,6,.653,.2651,4265,624,1131,205,18,155,593,104,3.22,48,812,439
1991,pacific,2,近鉄バファローズ,130,77,48,5,.616,.2650,4312,592,1143,184,27,157,568,62,3.46,43,756,495
1992,pacific,3,オリックス・ブルーウェーブ,130,61,64,5,.488,.272,4384,540,1191,220,33,88,507,72,3.58,50,774,503
1992,pacific,6,千葉ロッテマリーンズ,130,54,74,2,.422,.241,4247,460,1023,193,29,89,442,67,3.82,37,886,540
1992,pacific,5,日本ハム・ファイターズ,130,54,73,3,.425,.259,4307,497,1115,170,20,99,472,66,4.20,40,755,579
1992,pacific,4,福岡ダイエーホークス,130,57,72,1,.442,.258,4296,534,1109,167,21,139,519,115,4.60,45,604,637
1992,pacific,1,西武ライオンズ,130,80,47,3,.630,.278,4300,658,1196,213,14,159,623,116,3.52,34,884,495
1992,pacific,2,近鉄バファローズ,130,74,50,6,.597,.247,4272,580,1057,181,30,155,557,112,3.69,30,897,515
1993,pacific,3,オリックス・ブルーウェーブ,130,70,56,4,.556,.253,4343,516,1100,192,16,125,493,83,3.24,48,899,471
1993,pacific,5,千葉ロッテマリーンズ,130,51,77,2,.398,.251,4296,487,1078,219,29,95,465,75,4.08,34,870,583
1993,pacific,2,日本ハム・ファイターズ,130,71,52,7,.577,.259,4315,558,1117,202,18,106,527,130,3.37,39,762,478
1993,pacific,6,福岡ダイエーホークス,130,45,80,5,.360,.246,4349,434,1071,190,33,75,414,95,4.22,33,665,596
1993,pacific,1,西武ライオンズ,130,74,53,3,.583,.260,4276,512,1111,184,26,114,481,90,2.96,33,927,421
1993,pacific,4,近鉄バファローズ,130,66,59,5,.528,.258,4338,562,1118,181,29,145,530,124,3.62,30,927,520
1994,pacific,2,オリックス・ブルーウェーブ,130,68,59,3,.5354,.285,4453,601,1268,224,20,92,568,61,3.93,33,903,563
